round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score
0,10,10,"[1.382181167602539, 1.3544380068778992, 1.3823038339614868, 1.3798331320285797, 1.3679786026477814, 1.390023112297058, 1.3794043958187103, 1.3857151865959167, 1.369062215089798, 1.373248040676117]",0,"[0.47619047619047616, 0.6111111111111112, 0.4603174603174603, 0.4444444444444444, 0.49206349206349204, 0.3412698412698413, 0.4523809523809524, 0.3968253968253968, 0.48412698412698413, 0.5079365079365079]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4666666666666667,0.463356973995272,0.46335697399527187
1,10,10,"[1.3524719178676605, 1.3574675023555756, 1.3742821216583252, 1.3698827922344208, 1.360933393239975, 1.3694272637367249, 1.3689604699611664, 1.3717502653598785, 1.3536466360092163, 1.3686488568782806]",0,"[0.46825396825396826, 0.4603174603174603, 0.4444444444444444, 0.42063492063492064, 0.4523809523809524, 0.46825396825396826, 0.4365079365079365, 0.3968253968253968, 0.48412698412698413, 0.4126984126984127]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4444444444444445,0.463356973995272,0.46335697399527187
2,10,10,"[1.3519058227539062, 1.3502917289733887, 1.3467583358287811, 1.3429605960845947, 1.3492086827754974, 1.3376001417636871, 1.3687456548213959, 1.3356768190860748, 1.3556780815124512, 1.344899207353592]",0,"[0.4603174603174603, 0.46825396825396826, 0.49206349206349204, 0.48412698412698413, 0.47619047619047616, 0.5079365079365079, 0.36507936507936506, 0.5, 0.42063492063492064, 0.5317460317460317]","[0.46382978723404256, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46382978723404256, 0.46335697399527187, 0.46382978723404256, 0.46335697399527187]",0.47063492063492063,0.46349881796690307,0.46335697399527187
3,10,10,"[1.346509575843811, 1.324950248003006, 1.3164135813713074, 1.3498898446559906, 1.3420944809913635, 1.325283795595169, 1.3357418775558472, 1.3346892297267914, 1.3364266157150269, 1.3324494063854218]",0,"[0.3888888888888889, 0.5079365079365079, 0.5, 0.42857142857142855, 0.4444444444444444, 0.49206349206349204, 0.47619047619047616, 0.49206349206349204, 0.47619047619047616, 0.48412698412698413]","[0.5002364066193853, 0.4732860520094563, 0.4761229314420804, 0.502127659574468, 0.49361702127659574, 0.4756501182033097, 0.4874704491725768, 0.4851063829787234, 0.4794326241134752, 0.4803782505910166]",0.46904761904761905,0.4853427895981087,0.48557919621749407
4,10,10,"[1.3111017942428589, 1.3336879909038544, 1.322673350572586, 1.321546733379364, 1.3224846124649048, 1.2996677160263062, 1.3157255351543427, 1.3009377717971802, 1.3252544701099396, 1.3011990785598755]",0,"[0.5952380952380952, 0.5714285714285714, 0.6587301587301587, 0.5634920634920635, 0.5714285714285714, 0.5952380952380952, 0.6031746031746031, 0.6190476190476191, 0.6111111111111112, 0.5873015873015873]","[0.5976359338061465, 0.6439716312056738, 0.6321513002364066, 0.6293144208037825, 0.624113475177305, 0.5947990543735224, 0.6070921985815603, 0.5981087470449172, 0.6264775413711584, 0.5891252955082742]",0.5976190476190475,0.6142789598108747,0.6170212765957447
5,10,10,"[1.2880987226963043, 1.2838533818721771, 1.3024303317070007, 1.260313242673874, 1.285630851984024, 1.2884307503700256, 1.292673408985138, 1.3089697062969208, 1.2839327156543732, 1.288865089416504]",0,"[0.7301587301587301, 0.6746031746031746, 0.7936507936507936, 0.7619047619047619, 0.7142857142857143, 0.7936507936507936, 0.7619047619047619, 0.7063492063492064, 0.6984126984126984, 0.7698412698412699]","[0.715839243498818, 0.733806146572104, 0.7541371158392435, 0.6775413711583924, 0.7238770685579197, 0.7319148936170212, 0.7314420803782505, 0.7446808510638298, 0.7200945626477542, 0.7361702127659574]",0.7404761904761905,0.7269503546099291,0.7304964539007093
6,10,10,"[1.2882192730903625, 1.262949287891388, 1.2699630558490753, 1.2898313999176025, 1.277266800403595, 1.2916891872882843, 1.2866599261760712, 1.2738620340824127, 1.2785415947437286, 1.2707237899303436]",0,"[0.8412698412698413, 0.8015873015873016, 0.8492063492063492, 0.8095238095238095, 0.7777777777777778, 0.8412698412698413, 0.8650793650793651, 0.8333333333333334, 0.8095238095238095, 0.8174603174603174]","[0.8302600472813239, 0.8014184397163121, 0.8080378250591016, 0.840661938534279, 0.8151300236406619, 0.8378250591016548, 0.8278959810874704, 0.8118203309692671, 0.8160756501182033, 0.8170212765957446]",0.8246031746031746,0.8206146572104019,0.8193853427895981
7,10,10,"[1.2404115796089172, 1.2439983189105988, 1.264725148677826, 1.245911717414856, 1.2482843399047852, 1.2153681814670563, 1.2582516968250275, 1.2644615471363068, 1.2410874664783478, 1.2562103271484375]",0,"[0.8968253968253969, 0.8650793650793651, 0.8809523809523809, 0.8492063492063492, 0.8650793650793651, 0.9444444444444444, 0.8492063492063492, 0.8571428571428571, 0.9126984126984127, 0.8968253968253969]","[0.8775413711583925, 0.8799054373522459, 0.8898345153664302, 0.8817966903073287, 0.8869976359338061, 0.8553191489361702, 0.8907801418439716, 0.8851063829787233, 0.8822695035460993, 0.881323877068558]",0.8817460317460318,0.8810874704491726,0.8794326241134752
8,10,10,"[1.2342267632484436, 1.2160570919513702, 1.2260573208332062, 1.276855617761612, 1.2513692677021027, 1.2583565413951874, 1.222973883152008, 1.255383312702179, 1.2478173077106476, 1.211018592119217]",0,"[0.9126984126984127, 0.8968253968253969, 0.9523809523809523, 0.9126984126984127, 0.9126984126984127, 0.9126984126984127, 0.9206349206349206, 0.9126984126984127, 0.9047619047619048, 0.9126984126984127]","[0.924822695035461, 0.9224586288416076, 0.9196217494089834, 0.933806146572104, 0.9333333333333333, 0.9309692671394799, 0.9153664302600473, 0.9252955082742317, 0.9215130023640662, 0.9177304964539007]",0.9150793650793652,0.9244917257683214,0.924822695035461
9,10,10,"[1.231159895658493, 1.2205959856510162, 1.2078463435173035, 1.2256072759628296, 1.219500571489334, 1.206665962934494, 1.2219696044921875, 1.228212982416153, 1.2159640789031982, 1.222732961177826]",0,"[0.9206349206349206, 0.9682539682539683, 0.9444444444444444, 0.9206349206349206, 0.9047619047619048, 0.9126984126984127, 0.9444444444444444, 0.9365079365079365, 0.9603174603174603, 0.9444444444444444]","[0.9484633569739953, 0.9451536643026005, 0.9437352245862884, 0.9470449172576832, 0.9470449172576832, 0.9451536643026005, 0.9470449172576832, 0.9427895981087471, 0.9446808510638298, 0.9470449172576832]",0.9357142857142857,0.9458156028368794,0.9456264775413712
