round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,client_train_acc_avg,client_test_acc_avg,accuracy_score,aggregator_time
0,10,10,"[1.382181167602539, 1.3544380068778992, 1.3813373446464539, 1.3798331320285797, 1.3679786026477814, 1.373536467552185, 1.3794043958187103, 1.3857151865959167, 1.369062215089798, 1.373248040676117]",0,"[0.47619047619047616, 0.6111111111111112, 0.5396825396825397, 0.4444444444444444, 0.49206349206349204, 0.6587301587301587, 0.4523809523809524, 0.3968253968253968, 0.48412698412698413, 0.5079365079365079]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5063492063492063,0.463356973995272,0.46335697399527187,6.0803022384643555
1,10,10,"[1.3589921593666077, 1.3982933461666107, 1.38005992770195, 1.3887803256511688, 1.366623878479004, 1.3753360509872437, 1.3878161013126373, 1.377248615026474, 1.3596160113811493, 1.3888179063796997]",0,"[0.46825396825396826, 0.5396825396825397, 0.4444444444444444, 0.5793650793650794, 0.4523809523809524, 0.46825396825396826, 0.5634920634920635, 0.3968253968253968, 0.48412698412698413, 0.5873015873015873]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4984126984126983,0.463356973995272,0.46335697399527187,4.374134063720703
2,10,10,"[1.3932786583900452, 1.3685412108898163, 1.3651633560657501, 1.3629054129123688, 1.395383894443512, 1.3574489653110504, 1.3846183121204376, 1.355659008026123, 1.3913441002368927, 1.3634612262248993]",0,"[0.5396825396825397, 0.46825396825396826, 0.49206349206349204, 0.48412698412698413, 0.5238095238095238, 0.5079365079365079, 0.36507936507936506, 0.5, 0.5793650793650794, 0.5317460317460317]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.4992063492063492,0.463356973995272,0.46335697399527187,4.513667106628418
3,10,10,"[1.3904658257961273, 1.3540099561214447, 1.3476955890655518, 1.3768782317638397, 1.3686814904212952, 1.3560818433761597, 1.3994766771793365, 1.4018210470676422, 1.3637924790382385, 1.3628940284252167]",0,"[0.6587301587301587, 0.5, 0.49206349206349204, 0.38095238095238093, 0.3968253968253968, 0.48412698412698413, 0.5396825396825397, 0.5317460317460317, 0.47619047619047616, 0.47619047619047616]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.49365079365079356,0.463356973995272,0.46335697399527187,4.546677350997925
4,10,10,"[1.3496143817901611, 1.3707534670829773, 1.3596574664115906, 1.4042287170886993, 1.4032177031040192, 1.3418905436992645, 1.4083449244499207, 1.418617695569992, 1.4027613401412964, 1.3436989486217499]",0,"[0.47619047619047616, 0.38095238095238093, 0.42857142857142855, 0.5873015873015873, 0.5634920634920635, 0.5, 0.5238095238095238, 0.5238095238095238, 0.5793650793650794, 0.5079365079365079]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5071428571428571,0.463356973995272,0.46335697399527187,4.269243240356445
5,10,10,"[1.3482367098331451, 1.4184067249298096, 1.3601947724819183, 1.3260465860366821, 1.3446588516235352, 1.3479661047458649, 1.3519634306430817, 1.3632124364376068, 1.343762218952179, 1.3478212356567383]",0,"[0.5158730158730159, 0.5714285714285714, 0.42857142857142855, 0.6111111111111112, 0.5, 0.5, 0.49206349206349204, 0.4444444444444444, 0.49206349206349204, 0.5079365079365079]","[0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187, 0.46335697399527187]",0.5063492063492064,0.463356973995272,0.46335697399527187,4.290905952453613
6,10,10,"[1.347585678100586, 1.4339734017848969, 1.3338356018066406, 1.3519855737686157, 1.3410465121269226, 1.3515969514846802, 1.3463099300861359, 1.3377015590667725, 1.3402366936206818, 1.3365250825881958]",0,"[0.42857142857142855, 0.49206349206349204, 0.48412698412698413, 0.38095238095238093, 0.4523809523809524, 0.4126984126984127, 0.4603174603174603, 0.5317460317460317, 0.42063492063492064, 0.4603174603174603]","[0.4652482269503546, 0.46335697399527187, 0.46382978723404256, 0.4666666666666667, 0.46382978723404256, 0.4666666666666667, 0.4657210401891253, 0.46382978723404256, 0.46382978723404256, 0.46382978723404256]",0.4523809523809524,0.4646808510638298,0.46382978723404256,4.298868894577026
7,10,10,"[1.3146426975727081, 1.316041648387909, 1.434556782245636, 1.316328763961792, 1.318954735994339, 1.2953259944915771, 1.3262861669063568, 1.3305740654468536, 1.3147186040878296, 1.3249949514865875]",0,"[0.5158730158730159, 0.5238095238095238, 0.5317460317460317, 0.5, 0.46825396825396826, 0.6111111111111112, 0.5079365079365079, 0.5238095238095238, 0.5317460317460317, 0.5476190476190477]","[0.475177304964539, 0.47375886524822697, 0.46335697399527187, 0.48557919621749407, 0.48557919621749407, 0.46713947990543736, 0.4884160756501182, 0.48557919621749407, 0.4874704491725768, 0.48652482269503544]",0.5261904761904762,0.47985815602836884,0.47139479905437354,4.238178968429565
8,10,10,"[1.4560114741325378, 1.2981151938438416, 1.302710384130478, 1.3402979373931885, 1.3251591324806213, 1.3274508118629456, 1.4652080833911896, 1.3265842199325562, 1.4467107653617859, 1.4725259840488434]",0,"[0.5317460317460317, 0.5714285714285714, 0.5476190476190477, 0.49206349206349204, 0.5634920634920635, 0.5634920634920635, 0.5079365079365079, 0.5555555555555556, 0.5079365079365079, 0.5158730158730159]","[0.46335697399527187, 0.5470449172576832, 0.5470449172576832, 0.625531914893617, 0.6160756501182033, 0.6009456264775414, 0.46382978723404256, 0.5858156028368794, 0.46335697399527187, 0.46382978723404256]",0.5357142857142857,0.5376832151300237,0.49267139479905436,4.345086097717285
9,10,10,"[1.3211424946784973, 1.451648622751236, 1.3033149242401123, 1.4524293541908264, 1.4568632543087006, 1.3009064495563507, 1.3122971057891846, 1.4501444697380066, 1.3073679208755493, 1.3124447464942932]",0,"[0.626984126984127, 0.5634920634920635, 0.6031746031746031, 0.5396825396825397, 0.5317460317460317, 0.5396825396825397, 0.6190476190476191, 0.5079365079365079, 0.626984126984127, 0.5793650793650794]","[0.6638297872340425, 0.46382978723404256, 0.6203309692671395, 0.46382978723404256, 0.46477541371158393, 0.6132387706855792, 0.6288416075650118, 0.46382978723404256, 0.6226950354609929, 0.631678486997636]",0.5738095238095238,0.5636879432624113,0.5158392434988179,4.402787685394287
